curie	drug_name	curie_label	ingredients_list	ingredient_ids	combination_therapy	alternate_ids	approved_japan	marketing_status_europe	approved_eu	marketing_status_usa	approved_usa	is_steroid	is_antimicrobial	is_chemotherapy	is_glucose_regulator
CHEBI:34706	ERGOLOID MESYLATES	Ergoloid mesylate			False	['CHEBI:34706', 'UNII:X3S33EX3KW', 'PUBCHEM.COMPOUND:71717894', 'CHEMBL.COMPOUND:CHEMBL2311030', 'DRUGBANK:DB01049', 'MESH:D004877', 'CAS:8067-24-1', 'DrugCentral:5035', 'KEGG.COMPOUND:C14055', 'INCHIKEY:PBKVEOSEPXMKDN-LZHUFOCISA-N', 'UMLS:C0014708', 'RXCUI:4024', 'RXCUI:315870', 'UMLS:C0985807', 'RXCUI:318179', 'UMLS:C0994948', 'RXCUI:372041', 'UMLS:C1246085', 'RXCUI:372042', 'UMLS:C1246086', 'RXCUI:372043', 'UMLS:C1246087', 'RXCUI:372044', 'UMLS:C1246088', 'RXCUI:1162500', 'UMLS:C3216822', 'RXCUI:1162501', 'UMLS:C3216823']				RX	1.0	FALSE	FALSE	FALSE	FALSE
CHEBI:34730	DOXYCYCLINE HYCLATE	doxycycline hyclate			False	['CHEBI:34730', 'UNII:19XTS3T51U', 'PUBCHEM.COMPOUND:54729367', 'CHEMBL.COMPOUND:CHEMBL3989740', 'INCHIKEY:HALQELOKLVRWRI-VDBOFHIQSA-N']				RX	1.0	FALSE	TRUE	FALSE	FALSE
CHEBI:347401	PENTOLINIUM 	Pentolinium			False	['CHEBI:347401', 'UNII:ULL76WPU5X', 'PUBCHEM.COMPOUND:5850', 'CHEMBL.COMPOUND:CHEMBL1271', 'DRUGBANK:DB01090', 'CAS:144-44-5', 'DrugCentral:2096', 'HMDB:HMDB0015222', 'INCHIKEY:XSBSKEQEUFOSDD-UHFFFAOYSA-N', 'UMLS:C0030885']				DISCONTINUED	1.0	FALSE	FALSE	FALSE	FALSE
CHEBI:3478	CEFACLOR	Cefaclor			False	['CHEBI:3478', 'UNII:3Z6FS3IK0K', 'PUBCHEM.COMPOUND:51039', 'CHEMBL.COMPOUND:CHEMBL680', 'DRUGBANK:DB00833', 'MESH:D002433', 'CAS:143059-69-2', 'CAS:53994-73-3', 'DrugCentral:525', 'HMDB:HMDB0014971', 'KEGG.COMPOUND:C06877', 'INCHIKEY:QYIYFLOTGYLRGG-GPCCPHFNSA-N', 'UMLS:C0007537', 'RXCUI:2176', 'UNII:69K7K19H4L', 'PUBCHEM.COMPOUND:51038', 'CHEMBL.COMPOUND:CHEMBL1201018', 'CAS:70356-03-5', 'INCHIKEY:WKJGTOYAEQDNIA-IOOZKYRYSA-N', 'RXCUI:197449', 'UMLS:C0688158', 'RXCUI:309040', 'UMLS:C0975319', 'RXCUI:309042', 'UMLS:C0975322', 'RXCUI:309043', 'UMLS:C0975323', 'RXCUI:309044', 'UMLS:C0975324', 'RXCUI:309045', 'UMLS:C0975325', 'RXCUI:313888', 'UMLS:C0981317', 'RXCUI:315584', 'UMLS:C0984578', 'RXCUI:315585', 'UMLS:C0984579', 'RXCUI:315586', 'UMLS:C0984580', 'RXCUI:315587', 'UMLS:C0984581', 'RXCUI:315588', 'UMLS:C0984582', 'RXCUI:317319', 'UMLS:C0992119', 'RXCUI:317320', 'UMLS:C0992120', 'RXCUI:371313', 'UMLS:C1245354', 'RXCUI:371314', 'UMLS:C1245355', 'RXCUI:378228', 'UMLS:C1252481', 'RXCUI:476322', 'UMLS:C1509270', 'RXCUI:476323', 'UMLS:C1509875', 'RXCUI:476324', 'UMLS:C1509876', 'RXCUI:476325', 'UMLS:C1509271', 'RXCUI:476326', 'UMLS:C1509877', 'RXCUI:476327', 'UMLS:C1509272', 'RXCUI:476623', 'UMLS:C1509460', 'RXCUI:1151766', 'UMLS:C3206283', 'RXCUI:1151767', 'UMLS:C3206284', 'RXCUI:1152086', 'UMLS:C3206593', 'RXCUI:1295091', 'UMLS:C3465755', 'UMLS:C2699131', 'RXCUI:1450910']				RX	1.0	FALSE	TRUE	FALSE	FALSE
CHEBI:3479	CEFADROXIL/CEFADROXIL HEMIHYDRATE	Cefadroxil			False	['CHEBI:3479', 'UNII:Q525PA8JJB', 'PUBCHEM.COMPOUND:47965', 'CHEMBL.COMPOUND:CHEMBL1644', 'DRUGBANK:DB01140', 'CAS:50370-12-2', 'DrugCentral:526', 'GTOPDB:4831', 'HMDB:HMDB0015271', 'KEGG.COMPOUND:C06878', 'INCHIKEY:BOEGTKLJZSQCCD-UEKVPHQBSA-N', 'UMLS:C0007538', 'RXCUI:2177', 'CHEBI:53667', 'UNII:280111G160', 'PUBCHEM.COMPOUND:47964', 'MESH:D002434', 'CAS:66592-87-8', 'INCHIKEY:NBFNMSULHIODTC-CYJZLJNKSA-N', 'RXCUI:105170', 'UMLS:C0355976', 'RXCUI:105171', 'UMLS:C0355979', 'RXCUI:309046', 'UMLS:C0975327', 'RXCUI:309047', 'UMLS:C0975328', 'RXCUI:309048', 'UMLS:C0975329', 'RXCUI:309049', 'UMLS:C0975330', 'RXCUI:315589', 'UMLS:C0984585', 'RXCUI:315590', 'UMLS:C0984586', 'RXCUI:315591', 'UMLS:C0984587', 'RXCUI:315592', 'UMLS:C0984588', 'RXCUI:315593', 'UMLS:C0984589', 'RXCUI:317321', 'UMLS:C0992122', 'RXCUI:371316', 'UMLS:C1245357', 'RXCUI:371318', 'UMLS:C1245359', 'RXCUI:371319', 'UMLS:C1245360', 'RXCUI:1152087', 'UMLS:C3206594', 'RXCUI:1152088', 'UMLS:C3206595', 'RXCUI:1152089', 'UMLS:C3206596', 'UMLS:C0701889', 'RXCUI:204175', 'UMLS:C1707321', 'RXCUI:1297878', 'UMLS:C2699132', 'RXCUI:1545975', 'UMLS:C1337140', 'RXCUI:407888']				RX	1.0	FALSE	TRUE	FALSE	FALSE
CHEBI:34791	HEXYLCAINE 	Hexylcaine			False	['CHEBI:34791', 'UNII:511IU0826Z', 'PUBCHEM.COMPOUND:10770', 'CHEMBL.COMPOUND:CHEMBL1197', 'DRUGBANK:DB00473', 'MESH:C004954', 'CAS:532-77-4', 'DrugCentral:1373', 'GTOPDB:7196', 'HMDB:HMDB0014616', 'KEGG.COMPOUND:C14172', 'INCHIKEY:DKLKMKYDWHYZTD-UHFFFAOYSA-N', 'UMLS:C0062686', 'RXCUI:26879', 'UMLS:C0770371', 'RXCUI:1546032']				DISCONTINUED	1.0	FALSE	FALSE	FALSE	FALSE
CHEBI:34825	LULICONAZOLE	Luliconazole			False	['CHEBI:34825', 'UNII:RE91AN4S8G', 'PUBCHEM.COMPOUND:3003141', 'CHEMBL.COMPOUND:CHEMBL2105689', 'DRUGBANK:DB08933', 'MESH:C112528', 'CAS:187164-19-8', 'DrugCentral:4813', 'GTOPDB:7366', 'KEGG.COMPOUND:C13478', 'INCHIKEY:YTAOBBFIOAEMLL-REQDGWNSSA-N', 'UMLS:C1956280', 'RXCUI:1482680', 'RXCUI:1482681', 'UMLS:C3693178', 'RXCUI:1482682', 'UMLS:C3693179', 'RXCUI:1482683', 'UMLS:C3693180', 'RXCUI:1482684', 'UMLS:C3693181', 'RXCUI:1482685', 'UMLS:C3693182', 'RXCUI:1482686', 'UMLS:C3693183', 'RXCUI:1482687', 'UMLS:C3693184', 'RXCUI:1482688', 'UMLS:C3693185', 'RXCUI:1482689', 'UMLS:C3693186']	1.0			RX	1.0	TRUE	TRUE	FALSE	FALSE
CHEBI:34829	MEDRYSONE	Medrysone			False	['CHEBI:34829', 'UNII:D2UFC189XF', 'PUBCHEM.COMPOUND:247839', 'CHEMBL.COMPOUND:CHEMBL1201173', 'DRUGBANK:DB00253', 'MESH:C100283', 'CAS:2668-66-8', 'DrugCentral:1662', 'GTOPDB:7086', 'HMDB:HMDB0014398', 'KEGG.COMPOUND:C14643', 'INCHIKEY:GZENKSODFLBBHQ-ILSZZQPISA-N', 'UMLS:C0065865', 'RXCUI:29439', 'RXCUI:311482', 'UMLS:C0978376', 'RXCUI:329969', 'UMLS:C1125453', 'RXCUI:372740', 'UMLS:C1246800', 'RXCUI:1165099', 'UMLS:C3219357']				DISCONTINUED	1.0	TRUE	FALSE	FALSE	FALSE
CHEBI:3483	CEFAZOLIN 	cefazolin sodium			False	['CHEBI:3483', 'UNII:P380M0454Z', 'PUBCHEM.COMPOUND:23675322', 'CHEMBL.COMPOUND:CHEMBL1200523', 'CAS:27164-46-1', 'INCHIKEY:FLKYBGKDCCEQQM-WYUVZMMLSA-M', 'CHEBI:474053', 'UNII:IHS69L0Y4T', 'PUBCHEM.COMPOUND:33255', 'CHEMBL.COMPOUND:CHEMBL1435', 'DRUGBANK:DB01327', 'MESH:D002437', 'CAS:25953-19-9', 'DrugCentral:530', 'GTOPDB:10935', 'HMDB:HMDB0015422', 'KEGG.COMPOUND:C06880', 'INCHIKEY:MLYYVTUWGNIJIB-BXKDBHETSA-N', 'UMLS:C0007546', 'RXCUI:2180', 'RXCUI:313920', 'UMLS:C0981356', 'RXCUI:342896', 'UMLS:C1124949', 'RXCUI:371324', 'UMLS:C1245365', 'RXCUI:1152094', 'UMLS:C3206601', 'RXCUI:1665048', 'UMLS:C4050990', 'RXCUI:1665049', 'UMLS:C4050991', 'RXCUI:1665050', 'UMLS:C0981367', 'RXCUI:1665051', 'UMLS:C4050992', 'RXCUI:1665052', 'UMLS:C0975337', 'RXCUI:1665059', 'UMLS:C4050994', 'RXCUI:1665060', 'UMLS:C2702468', 'RXCUI:2630752', 'UMLS:C5782625', 'RXCUI:2630753', 'UMLS:C5782626', 'UMLS:C0700526', 'RXCUI:203171']				RX	1.0	FALSE	TRUE	FALSE	FALSE
CHEBI:34847	METRIZOIC ACID	Metrizoic acid			False	['CHEBI:34847', 'UNII:CM1N99QR1M', 'PUBCHEM.COMPOUND:2528', 'CHEMBL.COMPOUND:CHEMBL1736', 'DRUGBANK:DB09346', 'MESH:D008794', 'CAS:1949-45-7', 'DrugCentral:1789', 'HMDB:HMDB0254687', 'KEGG.COMPOUND:C14165', 'INCHIKEY:GGGDNPWHMNJRFN-UHFFFAOYSA-N', 'UMLS:C4082771']						FALSE	FALSE	FALSE	FALSE
CHEBI:3485	CEFDINIR	Cefdinir			False	['CHEBI:3485', 'UNII:CI0FAO63WC', 'PUBCHEM.COMPOUND:6915944', 'CHEMBL.COMPOUND:CHEMBL927', 'DRUGBANK:DB00535', 'MESH:D000077525', 'DrugCentral:533', 'GTOPDB:12023', 'HMDB:HMDB0014675', 'KEGG.COMPOUND:C08110', 'INCHIKEY:RTXOFQZKPXMALH-GHXIOONMSA-N', 'UMLS:C0060405', 'RXCUI:25037', 'CHEBI:94470', 'PUBCHEM.COMPOUND:6398970', 'CHEMBL.COMPOUND:CHEMBL1417821', 'INCHIKEY:RTXOFQZKPXMALH-PRHODGIISA-N', 'UNII:6E7SN358SE', 'PUBCHEM.COMPOUND:11993766', 'CAS:213978-34-8', 'INCHIKEY:QWUVJQSNISEEQI-KYIYMPJCSA-N', 'UNII:61G2M33IGF', 'PUBCHEM.COMPOUND:6399253', 'CHEMBL.COMPOUND:CHEMBL3186517', 'CAS:178601-88-2', 'INCHIKEY:RTXOFQZKPXMALH-RWFJUVPESA-N', 'PUBCHEM.COMPOUND:6803597', 'INCHIKEY:RTXOFQZKPXMALH-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:11655595', 'INCHIKEY:RTXOFQZKPXMALH-CYUBBOFGSA-N', 'PUBCHEM.COMPOUND:123133951', 'INCHIKEY:RTXOFQZKPXMALH-HWQDRANHSA-N', 'PUBCHEM.COMPOUND:131714458', 'INCHIKEY:RTXOFQZKPXMALH-LESKNEHBSA-N', 'RXCUI:200346', 'UMLS:C0694373', 'RXCUI:309054', 'UMLS:C0975346', 'RXCUI:315594', 'UMLS:C0984596', 'RXCUI:315595', 'UMLS:C0984597', 'RXCUI:371325', 'UMLS:C1245366', 'RXCUI:371326', 'UMLS:C1245367', 'RXCUI:476576', 'UMLS:C1509430', 'RXCUI:476577', 'UMLS:C1509902', 'RXCUI:1160601', 'UMLS:C3214962', 'RXCUI:1160602', 'UMLS:C3214963', 'RXCUI:1160603', 'UMLS:C3214964', 'UMLS:C3486462', 'RXCUI:1306064']				RX	1.0	FALSE	TRUE	FALSE	FALSE
CHEBI:3489	CEFMETAZOLE 	Cefmetazole			False	['CHEBI:3489', 'UNII:3J962UJT8H', 'PUBCHEM.COMPOUND:42008', 'CHEMBL.COMPOUND:CHEMBL1201195', 'DRUGBANK:DB00274', 'MESH:D015311', 'CAS:56796-20-4', 'DrugCentral:539', 'GTOPDB:12215', 'HMDB:HMDB0014419', 'KEGG.COMPOUND:C08103', 'INCHIKEY:SNBUBQHDYVFSQF-HIFRSBDPSA-N', 'UMLS:C0007550', 'RXCUI:2182', 'RXCUI:1152098', 'UMLS:C3206605', 'UMLS:C0700470', 'RXCUI:203140']				DISCONTINUED	1.0	FALSE	TRUE	FALSE	FALSE
CHEBI:34895	NORETHYNODREL	Norethynodrel			False	['CHEBI:34895', 'UNII:88181ACA0M', 'PUBCHEM.COMPOUND:6231', 'CHEMBL.COMPOUND:CHEMBL1387', 'DRUGBANK:DB09371', 'MESH:D009641', 'CAS:68-23-5', 'DrugCentral:1965', 'KEGG.COMPOUND:C14249', 'INCHIKEY:ICTXHFFSOAJUMG-SLHNCBLASA-N', 'UMLS:C0028360', 'RXCUI:7515']						FALSE	FALSE	FALSE	FALSE
CHEBI:3491	CEFONICID 	Cefonicid			False	['CHEBI:3491', 'UNII:6532B86WFG', 'PUBCHEM.COMPOUND:43594', 'CHEMBL.COMPOUND:CHEMBL1601', 'DRUGBANK:DB01328', 'MESH:D015790', 'CAS:61270-58-4', 'DrugCentral:542', 'GTOPDB:12217', 'HMDB:HMDB0015423', 'KEGG.COMPOUND:C06882', 'INCHIKEY:DYAIAHUQIPBDIP-AXAPSJFSSA-N', 'UMLS:C0007551', 'RXCUI:2183', 'UMLS:C0886812', 'RXCUI:266801']				DISCONTINUED	1.0	FALSE	TRUE	FALSE	FALSE
CHEBI:34911	PERMETHRIN	Permethrin			False	['CHEBI:34911', 'UNII:509F88P9SZ', 'PUBCHEM.COMPOUND:40326', 'CHEMBL.COMPOUND:CHEMBL1525', 'DRUGBANK:DB04930', 'MESH:C076820', 'MESH:D026023', 'CAS:52341-32-9', 'CAS:52341-33-0', 'CAS:52645-53-1', 'CAS:93389-07-2', 'DrugCentral:4152', 'HMDB:HMDB0015604', 'INCHIKEY:RLLPVAHGXHCWKJ-UHFFFAOYSA-N', 'UMLS:C0070455', 'RXCUI:33199', 'RXCUI:106387', 'UMLS:C0358202', 'RXCUI:207485', 'UMLS:C0708839', 'RXCUI:250387', 'UMLS:C0792273', 'RXCUI:330110', 'UMLS:C1125630', 'RXCUI:343125', 'UMLS:C1145847', 'RXCUI:377506', 'UMLS:C1251735', 'RXCUI:377788', 'UMLS:C1252021', 'RXCUI:377789', 'UMLS:C1252022', 'RXCUI:763066', 'UMLS:C2242139', 'RXCUI:1165433', 'UMLS:C3219686', 'RXCUI:1294741', 'UMLS:C3465406']				OTC	1.0	FALSE	FALSE	FALSE	FALSE
CHEBI:34916	PHENOTHRIN	Phenothrin			False	['CHEBI:34916', 'UNII:707484X33X', 'PUBCHEM.COMPOUND:4767', 'CHEMBL.COMPOUND:CHEMBL1322884', 'DRUGBANK:DB13717', 'MESH:C006166', 'CAS:188023-86-1', 'CAS:26002-80-2', 'DrugCentral:4686', 'HMDB:HMDB0242366', 'KEGG.COMPOUND:C14387', 'INCHIKEY:SBNFWQZLDJGRLK-UHFFFAOYSA-N', 'UMLS:C0070585', 'RXCUI:33303', 'RXCUI:142052', 'UMLS:C0543218', 'RXCUI:226990', 'UMLS:C0732890', 'RXCUI:343530', 'UMLS:C1146322', 'RXCUI:377919', 'UMLS:C1252155', 'RXCUI:393261', 'UMLS:C1306102', 'RXCUI:393264', 'UMLS:C1306107', 'RXCUI:1161996', 'UMLS:C3216327']	1.0					FALSE	FALSE	FALSE	FALSE
CHEBI:3493	CEFOPERAZONE 	Cefoperazone			False	['CHEBI:3493', 'UNII:7U75I1278D', 'PUBCHEM.COMPOUND:44187', 'CHEMBL.COMPOUND:CHEMBL507674', 'DRUGBANK:DB01329', 'MESH:D002438', 'CAS:62893-19-0', 'DrugCentral:543', 'GTOPDB:12025', 'KEGG.COMPOUND:C06883', 'INCHIKEY:GCFBRXLSHGKWDP-XCGNWRKASA-N', 'UMLS:C0007552', 'RXCUI:2184', 'RXCUI:1152100', 'UMLS:C3206607', 'UMLS:C0733367', 'RXCUI:227214']				DISCONTINUED	1.0	FALSE	TRUE	FALSE	FALSE
CHEBI:3495	CEFORANIDE	Ceforanide			False	['CHEBI:3495', 'UNII:8M1YF8951V', 'PUBCHEM.COMPOUND:43507', 'CHEMBL.COMPOUND:CHEMBL1201046', 'DRUGBANK:DB00923', 'MESH:C012653', 'CAS:60925-61-3', 'DrugCentral:544', 'GTOPDB:12218', 'HMDB:HMDB0015059', 'KEGG.COMPOUND:C06884', 'INCHIKEY:SLAYUXIURFNXPG-CRAIPNDOSA-N', 'UMLS:C0055008', 'RXCUI:20486']				DISCONTINUED	1.0	FALSE	TRUE	FALSE	FALSE
CHEBI:34967	RIMONABANT	Rimonabant			False	['CHEBI:34967', 'UNII:RML78EN3XE', 'PUBCHEM.COMPOUND:104850', 'CHEMBL.COMPOUND:CHEMBL111', 'DRUGBANK:DB06155', 'MESH:D000077285', 'CAS:168273-06-1', 'DrugCentral:4150', 'GTOPDB:743', 'HMDB:HMDB0015623', 'KEGG.COMPOUND:C14319', 'INCHIKEY:JZCPYUJPEARBJL-UHFFFAOYSA-N', 'UMLS:C1142933']		Withdrawn	1.0			FALSE	FALSE	FALSE	FALSE
CHEBI:3498	CEFOTAXIME SODIUM; CEFOTAXIME 	cefotaxime sodium			False	['CHEBI:3498', 'UNII:258J72S7TZ', 'PUBCHEM.COMPOUND:10695961', 'CHEMBL.COMPOUND:CHEMBL1010', 'KEGG.COMPOUND:C08113', 'INCHIKEY:AZZMGZXNTDTSME-JUZDKLSSSA-M', 'CHEBI:94427', 'PUBCHEM.COMPOUND:2632', 'PUBCHEM.COMPOUND:5361298', 'CHEMBL.COMPOUND:CHEMBL4595304', 'HMDB:HMDB0249769', 'INCHIKEY:GPRBEKHLDVQUJE-UHFFFAOYSA-N', 'CHEBI:94739', 'PUBCHEM.COMPOUND:456256', 'CHEMBL.COMPOUND:CHEMBL1622795', 'INCHIKEY:GPRBEKHLDVQUJE-QMTHXVAHSA-N', 'CHEBI:204928', 'UNII:N2GI8B1GK7', 'PUBCHEM.COMPOUND:5742673', 'CHEMBL.COMPOUND:CHEMBL1730', 'DRUGBANK:DB00493', 'MESH:D002439', 'CAS:60846-21-1', 'DrugCentral:546', 'GTOPDB:10893', 'HMDB:HMDB0014636', 'KEGG.COMPOUND:C06885', 'INCHIKEY:GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'UMLS:C0007554', 'RXCUI:2186', 'UNII:5KTC59K32X', 'PUBCHEM.COMPOUND:5479527', 'CHEMBL.COMPOUND:CHEMBL102', 'CAS:63527-53-7', 'INCHIKEY:GPRBEKHLDVQUJE-VINNURBNSA-N', 'PUBCHEM.COMPOUND:5361354', 'CAS:1151540-28-1', 'INCHIKEY:GPRBEKHLDVQUJE-ZLWRGHKMSA-N', 'PUBCHEM.COMPOUND:12971804', 'INCHIKEY:GPRBEKHLDVQUJE-FMXWCYLFSA-N', 'PUBCHEM.COMPOUND:23672566', 'CAS:65715-12-0', 'PUBCHEM.COMPOUND:23675341', 'INCHIKEY:AZZMGZXNTDTSME-BWTUWSSMSA-M', 'PUBCHEM.COMPOUND:23698758', 'INCHIKEY:AZZMGZXNTDTSME-UAGKDTLGSA-M', 'PUBCHEM.COMPOUND:23703285', 'INCHIKEY:AZZMGZXNTDTSME-XJTDMATHSA-M', 'RXCUI:105174', 'UMLS:C0355982', 'RXCUI:203573', 'UMLS:C0701052', 'RXCUI:309065', 'UMLS:C0975364', 'RXCUI:309068', 'UMLS:C0975369', 'RXCUI:343590', 'UMLS:C1146405', 'RXCUI:362884', 'UMLS:C1236810', 'RXCUI:371331', 'UMLS:C1245372', 'RXCUI:563953', 'UMLS:C1596394', 'RXCUI:1152101', 'UMLS:C3206608', 'RXCUI:1170944', 'UMLS:C3225053', 'RXCUI:1656311', 'UMLS:C4034067', 'RXCUI:1656312', 'UMLS:C4034140', 'RXCUI:1656313', 'UMLS:C0975366', 'RXCUI:1656314', 'UMLS:C4033775', 'RXCUI:1656315', 'UMLS:C4033877', 'RXCUI:1656316', 'UMLS:C1586003', 'RXCUI:1656317', 'UMLS:C4034066', 'RXCUI:1656318', 'UMLS:C0975368', 'RXCUI:1656319', 'UMLS:C4033774', 'RXCUI:1656320', 'UMLS:C0717210', 'RXCUI:1656671', 'UMLS:C4034051', 'RXCUI:1747114', 'UMLS:C4225065', 'RXCUI:1747120', 'UMLS:C4225064', 'RXCUI:1747121', 'UMLS:C4083326', 'UMLS:C0700445', 'RXCUI:203117']	1.0			DISCONTINUED	1.0	FALSE	TRUE	FALSE	FALSE
CHEBI:3499	CEFOTETAN 	Cefotetan			False	['CHEBI:3499', 'UNII:48SPP0PA9Q', 'CHEMBL.COMPOUND:CHEMBL474579', 'DRUGBANK:DB01330', 'MESH:D015313', 'DrugCentral:547', 'HMDB:HMDB0015425', 'KEGG.COMPOUND:C06886', 'INCHIKEY:SRZNHPXWXCNNDU-IXOPCIAXSA-N', 'UMLS:C0007555', 'RXCUI:2187', 'CHEBI:34617', 'UNII:0GXP746VXB', 'PUBCHEM.COMPOUND:53024', 'CHEMBL.COMPOUND:CHEMBL1201098', 'KEGG.COMPOUND:C14007', 'INCHIKEY:ZQQALMSFFARWPK-GLHLDKNHSA-L', 'PUBCHEM.COMPOUND:129893534', 'INCHIKEY:LUEJDHJZJQWQLM-ZTQQJVKJSA-N', 'PUBCHEM.COMPOUND:139031204', 'RXCUI:2185', 'UMLS:C0007553', 'RXCUI:376594', 'UMLS:C1250780', 'RXCUI:1152102', 'UMLS:C3206609', 'RXCUI:1722915', 'UMLS:C4060383', 'RXCUI:1722916', 'UMLS:C0975372', 'RXCUI:1722917', 'UMLS:C4060382', 'RXCUI:1722918', 'UMLS:C4060433', 'RXCUI:1722919', 'UMLS:C1145761', 'RXCUI:1722920', 'UMLS:C4060381', 'RXCUI:1722921', 'UMLS:C0975375', 'RXCUI:1731539', 'UMLS:C4074458', 'RXCUI:1731540', 'UMLS:C4074517', 'RXCUI:1731541', 'UMLS:C4074575', 'RXCUI:1731542', 'UMLS:C0714645', 'RXCUI:1743556', 'UMLS:C4084396', 'RXCUI:1743557', 'UMLS:C0717236', 'UMLS:C0700471', 'RXCUI:203141']				RX	1.0	FALSE	TRUE	FALSE	FALSE
CHEBI:3501	CEFOXITIN 	Cefoxitin sodium			False	['CHEBI:3501', 'UNII:Q68050H03T', 'PUBCHEM.COMPOUND:23667300', 'CHEMBL.COMPOUND:CHEMBL1200530', 'CAS:33564-30-6', 'KEGG.COMPOUND:C08106', 'INCHIKEY:GNWUOVJNSFPWDD-XMZRARIVSA-M', 'CHEBI:209807', 'UNII:6OEV9DX57Y', 'PUBCHEM.COMPOUND:441199', 'CHEMBL.COMPOUND:CHEMBL996', 'DRUGBANK:DB01331', 'MESH:D002440', 'CAS:35607-66-0', 'CAS:73356-24-8', 'DrugCentral:550', 'GTOPDB:10937', 'HMDB:HMDB0015426', 'KEGG.COMPOUND:C06887', 'INCHIKEY:WZOZEZRFJCJXNZ-ZBFHGGJFSA-N', 'UMLS:C0007557', 'RXCUI:2189', 'RXCUI:203791', 'UMLS:C0701380', 'RXCUI:309072', 'UMLS:C0975376', 'RXCUI:337561', 'UMLS:C1135580', 'RXCUI:376592', 'UMLS:C1250778', 'RXCUI:1152105', 'UMLS:C3206612', 'RXCUI:1183803', 'UMLS:C3237623', 'RXCUI:1665100', 'UMLS:C4051003', 'RXCUI:1665101', 'UMLS:C4051004', 'RXCUI:1665102', 'UMLS:C1591024', 'RXCUI:1665103', 'UMLS:C4051005', 'RXCUI:1665104', 'UMLS:C4051006', 'RXCUI:1665105', 'UMLS:C0717241', 'RXCUI:1665106', 'UMLS:C4051007', 'RXCUI:1665107', 'UMLS:C0975380', 'RXCUI:1665108', 'UMLS:C4051008', 'RXCUI:1665109', 'UMLS:C0717242', 'RXCUI:1739889', 'UMLS:C4083505', 'RXCUI:1739890', 'UMLS:C4083184', 'UMLS:C0700446', 'RXCUI:203118']				RX	1.0	FALSE	TRUE	FALSE	FALSE
